,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.1515381552793982,-0.00022529513889044846,-0.138,-9.661458333333403e-06,0.0002500000000000002,25.645076566997037
ii,0.1322119077979127,-0.0002570225694438591,-0.0575,-7.074652777777694e-06,-0.0002500000000000002,25.725884909631624
iii,0.03720508152058658,8.766493055559638e-05,-0.0105,2.5824652777776796e-06,-0.0002500000000000002,7.252969891333147
avr,0.1325634007678698,-1.0117187499125468e-05,0.099,8.374565972222367e-06,0.0,24.13930044316584
avl,0.06132589617781669,0.00014402343750009826,-0.0605,-6.1284722222223005e-06,0.0002500000000000002,10.375035793819727
avf,0.04682830585550198,-0.000158763020833519,-0.0055,-2.2395833333332813e-06,-0.0002500000000000002,9.077981130522625
v1,0.0858075258633158,-0.00027421440972171977,0.0255,6.423611111113244e-07,0.0,23.95616776220391
v2,0.10338180056020259,-0.00016848524305559544,0.027,-7.942708333332008e-07,0.0,35.22023966131643
v3,0.08210436989252246,0.0001299999999989578,-0.0295,-6.551649305555533e-06,0.0,11.02104609295924
v4,0.08491728246067526,-0.00011997829861108388,-0.0385,-2.4804687499999595e-06,0.0002500000000000002,18.18830545398729
v5,0.34748834224297453,5.639322916508734e-05,-0.1675,1.9791666666666497e-06,0.0002500000000000002,77.45065459583738
v6,0.40614563884700433,-0.0001409548611105451,-0.12,8.007812499999743e-06,0.0,84.1688904848711
vx,0.3028267294414333,-0.00022048611111084819,-0.0795,5.338541666666611e-06,0.0002500000000000002,64.90338619275497
vy,0.08160395542439819,5.6527777777454905e-05,-0.065,-2.2135416666666647e-06,-0.0002500000000000002,19.08789951764258
vz,0.020946638561070326,-2.113715277930962e-06,-0.02,7.682291666665929e-07,0.0,7.965615319000431
