,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.5430613399074495,-0.0003653255208357596,0.0715,1.3368055555555033e-06,0.0005000000000000004,7.164908908040506
ii,0.3968509904960232,0.00023175347222165616,0.001,-3.6306423611111196e-06,-0.0002500000000000002,11.617247337502763
iii,0.24175309167151782,-7.80034722216689e-05,-0.0645,-4.967447916666763e-06,-0.0005000000000000004,5.2776340637205665
avr,0.4094312678110258,-0.00040494357638899844,-0.11,1.154513888888789e-06,0.0,8.188101700840592
avl,0.2932308963166068,0.00014950954860975735,0.006,3.146701388888757e-06,0.0005000000000000004,3.9196607888018953
avf,0.18351633360575453,6.0711805556807954e-05,-0.003,-4.299045138888659e-06,-0.0002500000000000002,6.424865078269169
v1,0.19198328867059833,4.058159721402721e-06,0.072,-4.993489583333274e-06,-0.00024999999999997247,28.909799342553384
v2,0.8276273505849787,-1.1640625002623209e-05,0.121,9.702690972222139e-06,-0.00024999999999997247,58.76215424981469
v3,0.4066143687640923,-0.0002185590277785341,0.0235,-3.5286458333331314e-06,-0.0002500000000000002,29.43133486486244
v4,0.4439662535466,0.0001805946180553904,0.0675,-7.69531249999983e-06,-0.0002500000000000002,14.917294868347785
v5,0.8143258684095543,9.00651041626705e-05,0.074,-1.2797309027777632e-05,-0.00024999999999997247,5.990663701012053
v6,0.4305400924805051,-0.0001785112847218152,0.0795,-5.1779513888889124e-06,-0.0002500000000000002,2.197977650353807
vx,0.40120688671021437,-9.04383680571593e-05,0.0075,-1.4140625000000212e-05,0.0,0.8819078790465698
vy,1.8005327160151507,-8.901475695069098e-05,0.0935,1.7727864583333422e-05,-0.00024999999999997247,15.636788391176268
vz,0.8397482432490941,-0.00020072482638990453,0.2315,3.056640624999971e-05,0.0,11.69421730686032
