,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.032158733293003366,-0.0001770746527775915,-0.02,1.5212673611111697e-06,0.0002500000000000002,4.857670809498993
ii,0.020991527136680694,-0.000270907118055817,0.0035,2.4131944444445002e-06,0.0,1.1192147489938544
iii,0.049140465234415835,-0.0003036024305561769,0.015,8.897569444443978e-07,-0.0002500000000000002,3.1973825833391394
avr,0.014277245927376246,0.0002131814236109336,0.0175,-1.966145833333384e-06,0.0,2.4158485608382914
avl,0.035390928434985425,-0.00021088107638926707,-0.012,3.168402777778631e-07,0.0002500000000000002,3.4334767046888297
avf,0.027027316193450585,-0.00024964409722257497,0.004,1.6493055555555674e-06,0.0,1.1244580266906705
v1,0.10400577905726932,-0.00017864149305533942,0.01,4.483506944444494e-06,0.0,27.28455295268229
v2,0.18462556435830685,-0.00012434461805569446,0.043,4.3164062500001485e-06,0.0002500000000000002,79.26508891258544
v3,0.13919603627064603,0.0001706076388888849,0.0175,3.836805555555385e-06,0.0002500000000000002,46.41811446020423
v4,0.06429004969640409,0.0002029079861112465,0.003,3.298611111111037e-06,0.0002500000000000002,18.01812191572899
v5,0.03395074502819844,0.0003123784722219161,-0.0305,2.9882812499997724e-06,0.0002500000000000002,4.667283166647052
v6,0.027450311585918964,0.00014905815972219858,-0.0125,2.1093749999999666e-06,0.0,4.070242821257188
vx,0.026131378165470013,-0.00014856336805546417,-0.018,2.9947916666676403e-07,0.0002500000000000002,3.680785636447517
vy,0.017787148887778544,0.0004718359374990952,0.004,1.0807291666666624e-06,0.0,1.16423930574673
vz,0.01654666083740273,8.38541666664548e-05,-0.023,-2.907986111110962e-07,0.0,6.485225551722893
