,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.12236209044665979,-3.382378472032656e-05,0.0175,-1.6898871527777714e-05,-0.0004999999999999866,18.81128439444638
ii,0.053039707962338555,-0.00014201822916681898,-0.0455,1.0221354166667545e-06,0.0,2.224109628111899
iii,0.22324530376666749,6.897569444207475e-05,-0.067,1.7914496527777805e-05,0.0,16.51647822068294
avr,0.031895138577379606,-0.00038175781250002937,0.0185,7.931857638888829e-06,0.0004999999999999935,6.564056949577418
avl,0.1595259370809452,0.00019376736110911664,0.045,-1.7402343749999928e-05,-0.0002500000000000002,17.44143787549753
avf,0.10753248991609654,-2.5373263889796045e-05,-0.0535,9.46831597222224e-06,0.00024999999999997247,4.3445710191750715
v1,0.07969365196209187,9.756944443507945e-06,-0.0085,9.279513888888893e-06,0.0002500000000000002,9.439004075855054
v2,0.07517152118107406,0.0001313802083345586,-0.043,-3.841145833333324e-06,0.0005,9.080856988795658
v3,0.12415926658216461,-0.00023142795138882518,-0.071,-8.433159722222431e-06,0.0002500000000000002,17.756716266646386
v4,0.11654009593829202,-0.0001428385416667452,-0.0715,-1.3261718750000229e-05,0.0,19.43007664902265
v5,0.08804633231208413,-5.753906250041695e-05,-0.0665,-8.40711805555546e-06,-0.0002500000000000002,18.180366912749594
v6,0.05742629203793182,0.00011970486111064426,-0.054,-5.1801215277777385e-06,-0.0002500000000000002,10.995494939776913
vx,0.0723096470795247,2.355902777866885e-05,-0.0605,-1.261935763888885e-05,-0.0002500000000000002,18.678591211927074
vy,0.03327587112917756,-0.00011871961805521886,-0.025,1.714409722222327e-06,0.0,2.0581408608548535
vz,0.012894347002367672,-0.0001504861111110837,-0.015,1.7296006944442602e-06,-0.0002500000000000002,2.9284703060107207
