,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.019282168539533098,-0.00025286221377908663,0.0005,-3.4371562843715185e-06,0.0,5.383830008980449
ii,0.0466769832781417,0.00011853814618521973,-0.038,-2.8872112788721107e-06,0.0,8.737060180925086
iii,0.028511626465036924,0.0002011465520116873,-0.024,5.395293803952698e-07,0.0,5.9211127863467485
avr,0.025835183932773377,-3.3663300335381614e-06,0.02,3.164266906642655e-06,0.0,5.774801868642675
avl,0.012222899984185147,3.714628537124002e-05,0.013,-1.995633769956239e-06,0.0,2.6365685313653495
avf,0.032788225954592444,0.0001049645035495764,-0.0235,-1.1748825117488846e-06,0.0,6.5978129397197645
v1,0.028195041290360934,0.0002633569976332153,-0.003,2.1081225210812407e-06,0.0,5.032125333454136
v2,0.10814512458812212,-0.0001289454387895235,-0.0185,-3.437156284371886e-07,0.0002499999999999998,45.15984290763805
v3,0.1505717369476329,0.00016475019164807194,-0.034,-1.6644168916441754e-06,0.0002500000000000002,79.18702315975577
v4,0.10541870988522231,-0.0002550036663000784,-0.0785,-2.6664000266637095e-07,0.0002500000000000002,70.877747624895
v5,0.08441128023367385,-5.996900309977423e-05,-0.0925,-1.1727993867278147e-06,0.0002500000000000002,39.80410126371385
v6,0.03725806704685761,0.00037945788754456045,-0.025,1.1103056361030035e-06,0.0002499999999999985,11.1968815869274
vx,0.033685581826286996,4.7595240476044304e-05,-0.056,-2.2643568976435796e-06,0.0002500000000000002,15.378287654293374
vy,0.03421294409457843,-6.808485818101934e-05,-0.024,2.093540645935388e-06,0.0,6.743988516977894
vz,0.042100211782443483,-5.547361930400134e-05,0.0075,1.972719394727162e-06,0.0,12.90534202456307
