,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,1.5181620278242827,0.00017151475694464024,-0.132,1.7999131944444128e-05,0.00024999999999997247,2.0009788797637804
ii,1.4150904884329685,1.7374131946899502e-05,-0.024,-2.761718749999982e-05,-0.000250000000000028,2.5717466010260583
iii,3.141097794339269,-0.00011008680556712465,-0.8005,-4.562717013889002e-05,-0.000250000000000028,1.9295995318395662
avr,0.6810896150627587,-0.00012388454860465457,0.265,4.804687500000027e-06,0.0,1.7478151005518137
avl,1.9759313713291642,0.00012242621528005455,0.355,3.181423611111068e-05,0.0002500000000000002,1.350352696031148
avf,1.8985305671067583,0.000206718750001804,-0.6605,-3.661241319444444e-05,-0.0002500000000000835,1.6945092752007667
v1,0.9673101586040544,0.00013217447916996598,0.4305,2.5694444444443703e-05,0.0002500000000000002,3.1852168687687663
v2,1.2795500208559065,0.00014753906251379874,0.455,3.0859375000000044e-05,0.0002500000000000002,3.2732859399994387
v3,0.9853472910187037,-9.345486111153022e-05,0.406,2.394531249999961e-05,0.000250000000000028,2.7719189301707483
v4,1.0353832240203436,7.994791665141631e-06,0.4015,2.486111111111126e-05,0.000250000000000028,4.877594438650076
v5,1.0945772936815945,-0.0001370616319498118,0.5185,2.6321614583333444e-05,0.0,9.205053737707871
v6,0.8192093105373421,2.9587673609134617e-05,0.383,2.219835069444466e-05,0.0,5.513850503920952
vx,0.5244097348942766,9.73133680602149e-05,-0.0125,6.890190972222172e-06,0.0,4.708565771606227
vy,1.5853270830992339,-0.0001590017361122614,-0.567,-3.2065972222222507e-05,-0.000250000000000028,2.0519525128479703
vz,0.08036284203470845,-0.0001657291666663173,0.001,3.2486979166668313e-06,-0.0002500000000000002,0.5582226871080583
