,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.11611192835356984,8.298336832935615e-05,-0.0505,-1.8331500183314185e-07,0.0,61.53036309761865
ii,0.06749873543485485,-0.0002015048495147493,-0.038,-6.436856314368936e-07,0.0,19.621646566991064
iii,0.06130085710042534,-0.00012328767123301844,-0.0375,-4.5828750458286736e-07,0.0002500000000000002,27.003582045239725
avr,0.07646688755554015,0.0002369513048694303,0.058,4.124587541244846e-07,0.0,29.1786746432522
avl,0.0718239627954453,0.00033057944205607903,0.0035,1.3748625137493982e-07,0.0,41.684935584450415
avf,0.03536316584070913,9.042845715390769e-05,-0.0315,-5.499450054994416e-07,0.0002500000000000002,6.544922328462619
v1,0.16086291668553881,-0.00019440139319202104,0.13,3.724627537246305e-06,0.0002500000000000002,51.82439999481488
v2,0.10395583925181166,-0.00011695080491972786,0.1345,2.949705029497128e-06,0.0002500000000000002,29.53095223728325
v3,0.03909212558861239,0.00016441272539397705,0.03,-3.48923440989244e-06,0.0002499999999999998,13.824939243730928
v4,0.06715525666681653,-7.00054994500089e-05,0.0315,-2.799720027997089e-06,0.00024999999999999935,49.482664103050666
v5,0.24827741652082358,9.336982968395407e-05,-0.027,-4.820351298203465e-06,-0.00024999999999997247,160.77727719762697
v6,0.18892967936329436,0.00018652718061432566,-0.044,4.1870812918705744e-07,0.0,82.49535924256305
vx,0.21907320553184872,-0.0001637169616366626,-0.0525,-4.320401293203816e-06,-0.0002500000000000002,116.1591390816136
vy,0.10648048697649021,0.0001453937939529318,-0.1325,-6.486851314868368e-06,0.0,7.486243704453994
vz,0.0761031579389411,5.7165116820590276e-05,-0.0085,-5.745258807452636e-06,-0.0002500000000000002,15.49897381626439
