,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.95729702654438,0.00023582641734726353,-0.009,-2.9878262173782657e-05,0.0,1.1836546417578713
ii,0.6550373219918142,-1.7939872681198388e-05,-0.0415,2.2668566476685506e-05,0.0,1.6591068798265645
iii,3.1778017983512044,-0.0002541204212993282,-0.059,5.2542662400427125e-05,0.0,1.675084877697274
avr,0.011688931487160341,-3.3800786587885004e-05,-0.0015,3.607972536079792e-06,0.0,1.0044550019772498
avl,1.9037924024629638,0.0002455504449547909,0.0215,-4.1218794787187856e-05,0.0,1.005186953606215
avf,1.6770951535040333,-0.00013504482884418417,-0.0615,3.760873912608706e-05,0.0,1.3620114332274664
v1,0.11883313421248784,0.00023252674732593867,-0.0295,7.2096956970968994e-06,0.0,11.624908146686773
v2,0.4873376344534874,-0.0002281646835323064,0.0495,1.6646252041462177e-05,0.0,31.37170868858223
v3,0.2685698496765431,0.00010519781354987626,0.0735,8.751208212512208e-06,0.0,48.84875063415442
v4,0.1926450817428441,0.00020251308202357324,0.0775,9.692780721927804e-06,-0.0002500000000000002,20.68115716800412
v5,0.151622701783672,0.00024845015498483567,0.0295,1.216961637169635e-05,-0.00024999999999997247,6.664686670004581
v6,0.20307720819441966,-0.00022008215845328288,0.0905,1.4183998266840032e-05,0.0,2.1387526905833028
vx,0.010763090870608085,-0.00014775189147745184,0.0075,1.7435756424356772e-06,0.0,1.9019200675376862
vy,0.3431306528234399,-0.0001743617304912613,0.067,1.6377528913775688e-05,0.0,1.6773680580714507
vz,0.08321197703290585,6.88306169361105e-05,0.007,-6.936806319368104e-06,0.0,3.75964639443154
