,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.15094122811903465,0.00013075086805576633,-0.1055,-1.5505642361111244e-05,0.000250000000000028,1.7208281636137308
ii,0.6504682269238742,3.137152777809636e-05,0.056,2.114583333333314e-05,0.00024999999999997247,1.3019017628994167
iii,1.203313987258956,-0.00017547743054216453,0.1075,3.665147569444405e-05,-0.0002500000000000835,3.95966217103851
avr,0.09988969666304767,4.1710069446693166e-05,-0.021,-2.8276909722222482e-06,-0.000250000000000028,0.5165920357126438
avl,0.5144794508161918,-9.207899305571422e-05,-0.089,-2.6076388888889206e-05,0.0004999999999999449,2.513404804805504
avf,0.8891899549452409,0.0001553602430607933,0.0715,2.889973958333281e-05,0.0,2.1562062230450376
v1,0.054208461108117195,-4.385850694298433e-05,-0.015,-1.089409722222202e-06,0.0002500000000000002,7.35982561928606
v2,0.15976216451773276,0.00022764756944584756,0.0385,1.0677083333332262e-06,0.0002500000000000002,29.938038743828102
v3,0.1766035826044616,4.759548611149729e-05,0.023,-3.1358506944444754e-06,0.0002500000000000002,31.76182245510652
v4,0.4633209204893325,-0.0003196050347192317,-0.0075,8.878038194444239e-06,0.0002500000000000002,24.854463158025652
v5,0.13623575038302488,0.00014055555555562245,-0.0385,9.53559027777787e-06,0.0002500000000000002,4.831038103714133
v6,0.12675769926191685,0.0003754861111108676,-0.016,8.765190972222075e-06,0.0,4.1760189031491715
vx,0.09232832384217825,-0.00036591579861122996,-0.0135,7.265625000000103e-06,0.0,2.844745273293961
vy,0.3374289603254778,8.871961805388986e-05,-0.02975,1.5141059027777682e-05,0.0,1.2479221035493573
vz,0.038719637281431844,-0.00013554253472172748,-0.025,-3.6762152777777633e-06,-0.0002500000000000002,9.770399992478847
