,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.018845115902444757,-0.00014240885416697506,-0.039,-2.6128472222221765e-06,0.0,6.105296802252194
ii,0.0701988744820109,0.0001654427083327413,0.0085,3.90407986111088e-06,0.0,4.9190836248197005
iii,0.09370903948466415,-0.00019391493055487442,0.062,6.5256076388888186e-06,0.0,10.080104674181387
avr,0.02105177632320006,7.152343750021074e-05,0.0195,-6.510416666665831e-07,0.0,2.9103852481950145
avl,0.03872807451116989,2.5989583333983315e-05,-0.0585,-4.561631944444468e-06,0.0,7.082969399290115
avf,0.07724255244600144,0.000236588541665908,0.0355,5.214843749999903e-06,0.0,5.525332708843244
v1,0.2618739311396214,2.9605034720991597e-05,-0.018,-1.3133680555555725e-05,0.0,17.805052354867367
v2,0.30997120489917973,-8.771701389994654e-06,-0.027,-1.213324652777787e-05,0.0002500000000000002,88.41051804624435
v3,0.19364107937350541,1.9140624978106303e-06,-0.044,-8.901909722222402e-06,0.0002500000000000002,65.57155495357718
v4,0.19518790001097344,0.00021913628472238113,0.015,-8.891059027777927e-06,0.0002500000000000002,24.273342570932645
v5,0.053232464750086694,-0.00016434027777772589,-0.0405,-4.728732638889082e-06,0.0,6.92986478080511
v6,0.05264803219629852,-0.00015976562500037892,-0.0425,-5.4535590277777875e-06,0.0,5.194980073570499
vx,0.02834155833284286,3.461805555554528e-05,-0.0265,-2.222222222222182e-06,0.0,5.542220372035188
vy,0.03882872197484086,7.124565972263114e-05,-0.023,2.0724826388887285e-06,0.0,4.513649244847351
vz,0.18120360231543156,0.00015815538194314472,-0.017,-1.2128906249999951e-05,0.0,2.778324056277786
