,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.5174325426656295,-4.5216311701746135e-05,0.3115,1.1409275739092617e-05,0.0,10.409364163782975
ii,0.4561033890450508,-0.00024282571742473033,0.2185,1.7539912675399367e-05,0.0,10.870801173794385
iii,0.1484690133950807,-0.0004957379262083257,0.078,6.130636936306389e-06,0.0,17.032396194290477
avr,0.4496153770572924,-0.00010693513981956823,-0.2615,-1.4471469519714623e-05,0.0,5.408015256145379
avl,0.2189947880768379,-0.00017439089424074156,0.106,2.6414025264140724e-06,0.0,11.994296009622389
avf,0.1729986558617559,-0.00021844898843392352,0.086,1.1834233243342423e-05,0.0,9.41533731880291
v1,0.18262631238652943,0.0002457962537084393,0.101,2.3331000233305401e-07,0.0002500000000000002,28.28451503246103
v2,0.2789927236693647,7.885461453749271e-05,-0.028,6.370196313702105e-06,0.000250000000000028,93.67736442704025
v3,0.3047935137266264,-0.00011654667866333438,-0.086,7.11387194613883e-06,0.0002500000000000002,96.63620406185319
v4,0.3729056325240978,-0.00010180231976822291,-0.0055,8.965770089657586e-06,0.0002500000000000002,170.48561337829858
v5,0.23472784925196433,0.0002061918808110678,0.091,8.836616338365925e-06,0.0,96.30786573189015
v6,0.16399963465720208,-0.00016625004166278938,-0.137,3.926690664267069e-06,0.0,32.802011075046764
vx,0.24257302244156512,0.00012845382128282747,0.092,1.0117738226177226e-05,0.0,27.705049212938057
vy,0.10723218781872673,6.758907442709324e-05,0.035,6.020231310202346e-06,0.0,9.139751695619104
vz,0.13415433142988203,-8.372079458665842e-05,-0.013,8.9116088391163e-06,-0.0002500000000000002,37.27061790052539
