,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.15785756299560855,-0.00019779947916407975,-0.04,-1.0269097222222163e-05,0.0002500000000000002,9.427611185049981
ii,0.4215342371740354,0.00016901475694470512,0.028,-8.187934027777813e-06,-0.0002500000000000002,15.376808786058048
iii,0.32985549515206275,0.0002255295138890117,0.0155,2.0898437499999936e-06,-0.0007500000000000007,2.5379018664891597
avr,0.20717872982875116,0.00029127170138831387,-0.0075,9.2252604166668e-06,0.0,11.76144023900523
avl,0.13845655820368805,5.840277777738442e-05,-0.02975,-6.180555555555422e-06,0.0005000000000000004,2.1381945207688062
avf,0.3362180989146293,-5.9787326387858874e-05,-0.017750000000000002,-3.051215277777705e-06,-0.000250000000000028,6.601712861574051
v1,0.025026692318115735,-7.594618055567972e-05,0.005,-2.5477430555555704e-06,0.0002500000000000002,4.069106301811028
v2,0.09335485332284998,0.0002532378472226342,0.0065,-3.7608506944444635e-06,0.0005000000000000004,34.690395092126074
v3,0.0956347191213418,0.00022986111111067203,-0.0075,-2.669270833333266e-06,0.0002500000000000002,26.11239305511067
v4,0.06491644214436794,0.00026599392361075213,-0.0235,-5.868055555555401e-06,0.0002500000000000002,29.17063999209369
v5,0.05520710744939584,0.00022176649305533913,-0.013,-5.666232638888887e-06,0.0002499999999999933,23.5286287426994
v6,0.059695941786458026,-2.7235243056293292e-05,-0.0175,-4.1731770833331975e-06,0.0,14.761996127047066
vx,0.39344665413474195,-1.0386284723186737e-05,0.11,4.220920138888772e-06,0.0002500000000000002,14.191701924521373
vy,0.20907366040292932,-0.00011429253472041848,0.037,-2.3480902777777166e-06,-0.0002500000000000002,10.39265887161502
vz,0.05619361819321412,-6.537760416731915e-05,0.051,-2.651909722222182e-06,-0.0002500000000000002,3.2719308808632572
