,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04755964799952609,-8.56553819403758e-05,-0.014,6.048177083333341e-06,0.0,1.2321307068354612
ii,1.0592022042505682,-4.4079861122739876e-05,0.1075,2.822482638888841e-05,0.0,1.4758722506832878
iii,0.6818016472746181,8.59722222286597e-05,0.1495,2.2170138888889447e-05,0.0,1.5487942042997236
avr,0.38294621357270336,-0.00016370225694251414,-0.0385,-1.7139756944444566e-05,0.0,1.0155016605405363
avl,0.09989364704833854,-0.00010781250000021154,-0.093,-8.057725694444525e-06,0.0,1.1528244648624861
avf,0.8586067647935057,-0.00022769965277753734,0.126,2.5203993055555582e-05,0.0,0.8808483398116725
v1,0.3486449172160527,0.00024395399305319733,-0.07,-1.5375434027778122e-05,0.0002500000000000002,31.89870387717499
v2,0.28364381236576247,0.0001267144097247065,-0.048,-1.1501736111111047e-05,0.0002500000000000002,61.36228159667391
v3,0.4649636147138749,-0.00018217447916818875,-0.0505,-1.5364583333333484e-05,0.0002500000000000141,68.62126190977456
v4,0.4076471991200682,-0.00022277777777804025,-0.077,-1.5112847222222125e-05,0.0002500000000000002,33.20847174941686
v5,0.2515124060232108,0.00022257812500085878,-0.0305,-1.274956597222229e-05,0.0,8.579323484093393
v6,0.2380426203652648,-1.138020833216019e-05,-0.0255,-1.1907552083333388e-05,0.0,2.9589305989506896
vx,0.02819600220782589,0.00020117187499907899,0.0075,-1.1914062500000046e-06,0.0,3.8060018314819626
vy,0.38542932168618216,-0.00023534288194046048,0.0815,1.6820746527777792e-05,0.0,1.0792612629528133
vz,0.02749686032158665,-5.115451388889691e-05,0.0485,-3.47222222222446e-08,-0.0002500000000000002,11.23146830561227
