,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.6540356938314652,9.459635416876083e-05,0.193,3.99088541666671e-05,0.0005000000000000004,5.456738940934279
ii,0.42767756000639784,-7.412760416889223e-05,0.0125,2.9036458333332887e-05,-0.0007500000000000284,25.434323874193183
iii,0.11479224964254468,-0.0001723177083330109,-0.0915,-1.0865885416666704e-05,-0.0010000000000000009,29.30629472468819
avr,0.5121566494664979,0.00024195312500027895,-0.079,-3.447916666666679e-05,0.00024999999999997247,8.066908654345175
avl,0.2775005124798506,-0.0001170963541672665,0.212,2.5377604166666716e-05,0.0010000000000000009,11.072741310923565
avf,0.10772615283335372,-0.00012113281249938455,-0.023,9.082031250000118e-06,-0.0007500000000000007,26.033405342493126
v1,0.11968774305957183,-0.00016723958333370568,0.026,9.837239583333444e-06,-0.0002500000000000002,28.218682872254867
v2,0.1848955231643338,2.6015625000757997e-05,0.037,8.268229166666662e-06,-0.0002500000000000002,66.48115516379796
v3,0.1635767746553791,-0.00011828124999962051,0.037,9.43359375000005e-06,0.0,31.384035917545532
v4,0.14127868313508943,9.94270833328711e-05,0.005,9.720052083333186e-06,0.0,12.173284047631432
v5,0.14391289301271526,9.136718749965505e-05,-0.06125,9.440104166666843e-06,0.0,32.515622250566615
v6,0.14170313564607,-0.00015720052083425482,-0.068,8.958333333333352e-06,-0.0005000000000000004,33.991115559514824
vx,0.03709042414565995,4.583333333399e-06,-0.0195,-5.273437499999408e-07,0.0,13.143396646666561
vy,0.03893184946420408,0.00025139322916656505,-0.01,-1.1067708333333726e-06,0.0,30.45671540206866
vz,0.027553597702687168,0.00015825520833329934,-0.0225,1.7773437499999865e-06,0.0,6.7159941820907285
