,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.06194919355496174,0.0001782855902779737,-0.077,-9.631076388889075e-06,0.0,1.6114423002600595
ii,3.183166247648656,3.123263888861112e-05,-0.101,4.716579861111081e-05,0.0,11.035875016956679
iii,3.5501257680368985,0.0002727560763793986,-0.196,5.6816406249999576e-05,0.0,6.477508018954048
avr,0.7348745029264717,-6.831597219960524e-06,-0.0235,-1.8760850694444385e-05,0.0,4.73263147141361
avl,1.0101159923005272,-0.0003163064236079652,0.1365,-3.322048611111095e-05,0.0,0.9236872870289702
avf,3.351149216545665,0.00014941840277235755,-0.159,5.198567708333294e-05,0.0,8.534966301994027
v1,2.355653910265281,-9.221788195193831e-05,-0.0275,-4.468749999999992e-05,0.00024999999999997247,15.202166936096786
v2,0.8004677389630179,0.00040988715277894726,0.1825,-2.40907118055559e-05,0.0002500000000000002,35.75496460459489
v3,2.402678774183655,-4.6727430568984744e-05,0.0805,-4.095052083333347e-05,0.0002500000000000835,42.858362466246476
v4,1.241893097179071,-0.00023822482639472662,0.2215,-2.1597222222222357e-05,0.0005000000000000004,35.89189117516343
v5,0.24031534622347073,0.00015759982638655597,0.0215,9.331597222223214e-07,0.0002500000000000002,18.212931275230776
v6,0.18275279218767537,0.00023269965277716463,-0.011,5.1085069444443646e-06,0.0,8.916505604303655
vx,0.05785524848766439,-1.8155381943623804e-05,0.002,1.0720486111111146e-05,0.0,8.86160789141053
vy,3.7647600748502095,8.52126736094936e-05,0.0215,6.137586805555624e-05,0.0,8.257225802562372
vz,0.031665959025869654,8.150173611101439e-05,0.0295,-2.3806423611111646e-06,-0.0002500000000000002,12.287790819931674
