,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.13508330087045095,0.00021019148085442776,0.075,-1.0340632603406449e-05,0.0,8.754860041397587
ii,0.3420832107810708,9.114505216548166e-05,0.0955,-1.7104539546045253e-05,-0.00024999999999997247,3.946229204667808
iii,0.06745789207726709,-0.00013671132886869343,0.0125,-6.770156317701556e-06,0.0,6.809783363970838
avr,0.22172491351875376,9.292404092829154e-05,-0.0915,1.3719461387194584e-05,0.00024999999999997247,5.4030290753173515
avl,0.01571890608862534,0.00047398176848980993,-0.0215,-1.7831550178315133e-06,0.0,6.317502961813352
avf,0.17099399347951325,0.00022843965603264874,0.0555,-1.1940472619404805e-05,0.0,3.203705367684564
v1,0.031570996930908,-0.00036052644735610085,-0.0055,-3.053861280538619e-06,0.0,3.8515575299199165
v2,0.10899809296705157,0.00022141119221450774,0.0185,-8.4491550844918e-06,0.0,17.526472765260255
v3,0.5670511270612276,-8.062527080616111e-05,-0.149,-1.8375245808752604e-05,0.0,23.96521474285833
v4,0.36273349706184904,-9.83235014445292e-07,0.0385,-1.721702829717005e-05,0.0,29.35188466579546
v5,0.21715320483321887,0.00017954037929601436,0.0035,-1.1373862613738724e-05,0.0,30.2476838065346
v6,0.7180692911011165,0.00010353131353937527,-0.074,-2.462253774622479e-05,0.0,13.333591586750305
vx,0.09011181332311113,-0.00020370462953860292,-0.061,-6.845148818451522e-06,0.0,16.26979811146659
vy,0.015423593723303689,-9.487801219829254e-05,0.0,-4.166250041727651e-09,-0.0002500000000000002,3.095931239490702
vz,0.0324214591128827,-0.0003306544345570656,-0.068,-4.422474419224686e-06,0.0,2.8766198318207232
