,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.014639257613417845,-0.0001435894097220751,-0.0165,1.8771701388888991e-06,0.0,2.6483060599857438
ii,0.05020800412031033,0.00014029947916746025,0.032,-4.385850694444459e-06,-0.0002500000000000002,2.738180445518474
iii,0.058052641339404056,0.00013006076388835176,0.06575,-6.263020833333326e-06,-0.00025,1.7309791139032698
avr,0.017906631677422645,0.00022131944444448484,0.005,1.2586805555555753e-06,0.0002500000000000002,2.280956728625154
avl,0.023776073197148234,0.00031240885416752585,-0.04,4.071180555555498e-06,0.0002500000000000002,1.549073356825302
avf,0.05047256778660568,0.0001508506944442833,0.0405,-5.323350694444501e-06,-0.00024999999999999935,1.436175975952395
v1,0.032785571907374945,-0.00020692274305676484,-0.0225,-3.120659722222247e-06,0.0,3.6125596624932355
v2,0.04130222428884099,-3.9244791667159134e-05,0.0225,-8.007812499999319e-07,0.0,10.737215908093013
v3,0.057713278423758965,0.00014362413194430015,0.0235,-1.106770833333271e-06,0.0002500000000000002,21.890195433496494
v4,0.0741519644847165,0.00022720486110990642,0.0375,3.899739583333213e-06,0.0005000000000000004,9.608517849565192
v5,0.050915676755017646,-0.0001810720486113768,-0.036,-4.50737847222215e-06,0.0002500000000000002,5.036582698346161
v6,0.043414037357796496,3.44704861121976e-05,-0.062,-3.493923611111169e-06,0.0,5.522599845704394
vx,0.02547379511793513,-0.00010691840277723341,-0.0355,-2.4826388888889016e-06,0.0002500000000000002,4.0429440048766585
vy,0.09445307027961082,2.3897569443171922e-05,0.1075,7.003038194444387e-06,0.0,2.7319742202034476
vz,0.00893192924234449,-0.0001367968749999791,-0.0125,3.081597222222172e-07,0.0,2.2072900567511047
