,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.13887056181445,0.00014500434028186194,0.1145,-6.8381076388887745e-06,0.0,1.9559665144655274
ii,0.3483627990680977,-0.00017709201388427573,0.041,1.0872395833332948e-06,0.0,7.056320245430266
iii,0.11775021623804151,0.00017480468749994977,0.0085,7.918836805555587e-06,0.0,2.5815038871854954
avr,0.21399435323995206,-0.0003992968749986492,-0.073,2.8645833333333626e-06,0.0,3.8396661207043215
avl,0.04121561571429725,-1.6328124999748416e-05,-0.0365,-7.382812500000068e-06,0.0,0.257682940349321
avf,0.19834658669011243,0.00024664062499852565,0.019,4.507378472222342e-06,0.0,4.388492438454545
v1,0.1318115501905434,0.00010441840277752466,-0.0085,-4.205729166666748e-06,0.0002500000000000002,27.710140571320952
v2,0.21425178743792206,0.00021804253472173734,0.0415,-7.845052083333394e-06,0.0002500000000000002,77.05376505524099
v3,0.09188380248470393,0.000244678819444042,0.006,-4.4813368055556775e-06,0.0002499999999999999,26.556069971154198
v4,0.08444997240205145,0.00018867187499862259,-0.0445,-8.951822916666685e-06,0.0002500000000000002,11.54972491018815
v5,0.09383030703444442,-0.00010598958333164582,-0.0515,-8.763020833333414e-06,0.0,7.038997532229493
v6,0.05724157623808274,-0.0001905338541670289,-0.0355,-5.058593749999958e-06,0.0,6.543204380666288
vx,0.032818377077199645,0.00010681857638968887,0.002,-4.663628472222189e-06,0.0002500000000000002,5.017170152290335
vy,0.46963050920490135,-0.00020709201388902578,-0.151,8.33116319444462e-06,0.0,6.827166306839098
vz,0.0407042321195019,-4.9461805555761093e-05,0.0125,3.259548611111063e-06,0.0,6.705039547947147
