,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,1.5607234794205107,0.0001493185763876255,0.0175,3.811197916666649e-05,0.00024999999999986144,2.5045990622629337
ii,2.5463227372670327,0.00016373263888290362,0.02225,4.746961805555613e-05,-0.00024999999999986144,4.712008631289426
iii,0.13172048828381402,1.9140625000475293e-05,0.0165,9.36414930555566e-06,-0.00024999999999997247,1.224144337770098
avr,2.020594770968281,-0.00015599826389281203,-0.0055,-4.27842881944449e-05,0.0,3.4073983852024177
avl,0.20964235283647617,-0.0001834809027779088,0.0215,1.4368489583333381e-05,0.0002500000000000002,1.0691504791239372
avf,0.94884168157053,-0.00015921006943864514,0.0375,2.841579861111157e-05,0.0,2.131438635188662
v1,0.17398915401246837,4.132812500155748e-05,0.0695,8.302951388889022e-06,0.0002500000000000002,63.707246304654284
v2,0.26824359968674005,-0.00011992621527655097,0.0795,9.490017361111112e-06,0.0002500000000000002,106.31357337159896
v3,0.26026328508310403,0.0001779861111069934,0.0225,1.2345920138888834e-05,0.0002500000000000002,66.97166365130478
v4,0.249897658378911,0.00023534288194067315,-0.007,1.7144097222222213e-05,0.0002500000000000002,9.98791142381109
v5,0.26167977628507305,0.00013993923611114027,-0.0495,1.5193142361111205e-05,0.0002500000000000002,17.687230191274782
v6,0.30079651395659357,-2.832899305695316e-05,-0.077,1.546440972222222e-05,0.00024999999999997247,15.84418541653976
vx,0.03916851471005252,0.0003614496527770746,-0.0285,2.2417534722222446e-06,0.0,11.864810067039144
vy,0.030272516263729086,6.677517360943909e-05,0.0155,3.122829861111036e-06,0.0,2.866796084038695
vz,0.07197058873876835,-0.00018126302083337265,-0.04,-1.3411458333333012e-06,-0.00024999999999999935,32.720975088255734
