,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.0266815714887277,0.0001368779788697675,0.012,3.99543378995427e-06,0.0,1.0011256669315434
ii,0.10339843310291097,0.00022874795853645007,-0.002,-7.95128820451281e-06,0.0,1.292016635892887
iii,0.2209350956394441,-0.00020427957204095128,-0.013,-1.195088824450868e-05,0.0,1.3443226055463051
avr,0.009840113256160632,0.00016914141919314196,-0.006,1.976885644768897e-06,0.0,0.8113565172141244
avl,0.0979904393558874,-0.00017992784054844582,0.0155,7.976285704762841e-06,0.0,0.8504656590238518
avf,0.15547904182307262,1.2323767617255652e-05,-0.0085,-9.953171349531402e-06,0.0,1.0673377461878617
v1,0.029514124653270753,-2.16228377165925e-05,0.018,-4.3745625437456895e-07,0.0,11.28998411465951
v2,0.14892294602198816,1.4706862666640096e-06,0.0355,7.5159150751589526e-06,0.0,30.385614941757176
v3,0.17141087229836724,0.00021089974336188473,0.0495,7.420091324200839e-06,0.0,47.303074841395315
v4,0.0709418301150406,0.00019428890444302412,0.054,5.2578075525782035e-06,-0.0002500000000000002,19.1715198738576
v5,0.078791381815503,-9.139919341125577e-05,-0.0105,7.41175882411766e-06,-0.0002499999999999998,5.592817839530976
v6,0.06375374236760921,6.33561643853399e-05,0.0095,5.970236309702429e-06,0.0,1.793914810955182
vx,0.008837842331432642,-9.99900009953899e-07,0.0005,-7.082625070832709e-08,0.0,1.612947191728715
vy,0.22116963643129703,7.025547445228453e-05,-0.046,-1.268206512682065e-05,-0.00024999999999997247,3.9905671639274547
vz,0.1939457560671766,-0.00010611438856198595,-0.0155,-1.4034013265340081e-05,0.0,2.852230524382255
