,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.061894390624643886,-5.3857114289066305e-05,-0.029,-6.5972569409724646e-06,0.0,2.497141507560161
ii,0.09453619506908557,-0.00011883811618959416,0.008,6.086891310868915e-06,0.0,1.1804882895400155
iii,0.1716014002483609,0.00018116521681153214,-0.112,1.2677898876779073e-05,0.0,0.9596786838106406
avr,0.035368500840115814,0.00021925724094282867,0.003,2.6247375262466234e-07,0.0,1.5944833417044924
avl,0.09308548515747044,-0.0001169799686709975,0.072,-9.63653634636549e-06,0.0,1.3267944671561747
avf,0.11762313683015424,-7.299686697959645e-05,-0.0585,9.378228843782205e-06,0.0,0.6203720243062246
v1,0.04864210691590049,-5.1074059261356204e-05,0.0205,-5.882745058827397e-06,0.0002500000000000002,9.942872449830283
v2,0.1329183894818593,-0.00025145402126462675,-0.005,-8.149185081491807e-06,0.0002500000000000002,47.234388606552585
v3,0.15478566062059518,-1.6856647669190735e-05,-0.021,-6.990967569909633e-06,0.0002500000000000002,45.648499390257975
v4,0.16241467805594179,-4.149585041338141e-05,-0.0005,-7.872129453721299e-06,0.0,29.142747320808862
v5,0.0723089513674833,0.0001886478018863917,-0.0655,-1.7706562677065268e-06,0.0,11.29930278068894
v6,0.05031680042989186,9.626120721255602e-05,0.041,-4.9411725494117805e-06,0.0,3.5623641911410586
vx,0.0283639151835773,0.00022197780221991224,-0.0095,7.082625070824014e-08,0.0,5.4837565837422355
vy,0.06993180351700384,-0.00011800069993074472,-0.0795,7.938789454387866e-06,0.0,0.7788262678916434
vz,0.024881160518221472,-7.711728826863183e-06,0.017,3.660050661600509e-06,-0.0002500000000000002,6.656644985148746
