,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.08400958490057535,0.0001936806319366513,0.04925,-2.860130653601397e-06,0.0002500000000000002,2.422382436852289
ii,0.07076853421644386,0.00029255824417739114,-0.0425,6.5472619404725635e-06,0.0,2.800420177573458
iii,0.11860455247748407,7.749225073797592e-07,-0.0425,9.41572509415731e-06,0.0,0.5870281399000609
avr,0.047735330787097484,9.936089724247675e-05,-0.013,-1.8393993933940265e-06,0.0,2.589264093597502
avl,0.08360240974049993,-0.00015155984401510344,0.0255,-6.132720061327416e-06,0.0,0.823283533149721
avf,0.0737128847825456,0.00010062743725696237,-0.0495,7.976285704762907e-06,0.0,0.8425761769328497
v1,0.16757687301611532,8.127937206038685e-05,0.102,8.369996333700002e-06,0.0,14.245072697504412
v2,0.3444920230488007,4.684531546811629e-05,0.1595,1.2663317001633292e-05,0.00024999999999997247,46.3047582092963
v3,0.17794807831319204,-0.00020677515581718064,0.0755,8.401243209012625e-06,0.0,31.463973525607162
v4,0.20052305056289146,-0.00015484701530105158,0.071,9.699030096990255e-06,0.0,23.529158126388072
v5,0.27983797527571475,0.00024023014365517797,0.239,1.1534263240342757e-05,0.0,12.228456116941711
v6,0.05285347966046418,0.00020099240076016324,0.0005,3.839199413392222e-06,0.0,6.181874300247563
vx,0.05771321366946384,0.0004212453754616995,-0.0535,-1.4061093890611349e-06,0.0,6.49540469246936
vy,0.14178843180726358,4.324567542938271e-05,-0.0975,-6.474352564743354e-06,0.0,1.2974687143990005
vz,0.04589246735840033,0.0003405784421596937,-0.06,-4.643285671432944e-06,0.0,4.859986734389466
