,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04995276960919915,0.00011416666666709018,-0.0685,9.524739583333392e-06,0.0,26.05036737138201
ii,0.13549480582681958,3.906249923673472e-08,0.0205,-3.1966145833333336e-05,0.0002500000000000002,27.839076885542696
iii,0.16316983479973735,-0.00011744791666697856,0.0775,-4.151041666666682e-05,0.0,11.055619625095945
avr,0.05193134662086833,0.00019175781250025176,0.0145,1.1217447916666617e-05,-0.0002500000000000002,24.085210485381143
avl,0.07268845771426674,0.0001147656250003055,-0.0425,2.552734374999996e-05,0.0002500000000000002,10.777240695736133
avf,0.13684417868540463,0.00019204427083373683,0.055,-3.6738281249999946e-05,0.00024999999999997247,15.072597320899705
v1,0.6169821661623932,-0.00012061197916915956,0.1265,-2.546874999999975e-05,0.0002500000000000002,259.64234725466883
v2,0.6700223885661524,-3.2499999999173246e-05,0.111,-2.5325520833333163e-05,0.0002500000000000002,298.74162101638495
v3,0.5014309870478474,0.00016973958333416452,0.0785,-3.1204427083333035e-05,0.000250000000000028,159.07486976673073
v4,0.30073607227528015,-1.1835937498095344e-05,0.0325,-3.235677083333354e-05,0.0002500000000000002,27.87973545612858
v5,0.28508055734240134,0.00020884114583266843,-0.004,-2.9433593750000027e-05,0.0002500000000000002,47.78425192580819
v6,0.32468223629165416,0.00010739583333453607,-0.0025,-2.9563802083333482e-05,0.0,79.18196547405309
vx,0.100149371130356,-0.00024466145833324524,-0.0395,3.6458333333332583e-06,0.0,72.0150861194833
vy,0.040667246266031985,-0.0002296614583332919,-0.025,-7.74739583333328e-06,0.00025,14.079016352766693
vz,0.31423484320798595,0.00021471354166805026,-0.0515,2.7884114583333672e-05,0.0,99.0076875580743
