,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.032145624706223314,0.00028457987534513375,-0.028,3.4642369096423006e-06,0.0,5.628972780454384
ii,0.026365952924032418,-9.908175849219124e-05,-0.0055,2.937206279372004e-06,0.0002500000000000002,2.425947970272906
iii,0.005388725736328737,0.00021008732460087357,0.0125,-5.291137552910847e-07,0.0002500000000000002,1.7501439635173197
avr,0.027907574714746235,0.00016665833416686606,0.018,-3.193430656934226e-06,0.0,3.7825766217609638
avl,0.012158732686208408,7.136786320959154e-06,-0.025,1.9893843948937247e-06,0.0,2.7107742565497075
avf,0.007840784609936284,3.833783288349059e-05,0.0065,1.2040462620405186e-06,0.0002499999999999998,0.642444180860151
v1,0.07063057980428748,-0.00037165866746698427,0.033,-9.853181348531706e-07,0.0002500000000000002,19.74255643009859
v2,0.22126088142985842,-6.858897443526847e-05,0.0,-1.6810818918106653e-06,0.0005000000000000004,105.42306699589716
v3,0.08178075653236015,-0.00023765540112698674,-0.0305,-1.593590640935835e-06,0.0002500000000000002,34.930202428977104
v4,0.05038859371446829,0.0001914516881645129,-0.041,9.999000099990835e-07,0.0005000000000000004,16.203377688985675
v5,0.042364764633142316,-2.3864280238283412e-05,-0.0315,2.7351431523514815e-06,0.0002500000000000002,7.713804201981022
v6,0.020101456618235352,9.90775922408083e-05,-0.021,-1.385278138852826e-06,0.0,5.051662842331637
vx,0.029113855696032448,-0.0001583549978334049,-0.025,-1.9248075192480727e-06,0.0,6.16620103983092
vy,0.005459034911721931,0.00024162167116629585,-0.0085,-5.936906309369015e-07,0.0002499999999999998,1.1434782487773962
vz,0.02912465388001841,7.287187947844455e-05,-0.009,-1.5435956404359668e-06,-0.0002500000000000002,9.909268049133836
